leaf_path,addition,header_duration_s,autogluon_runtime_s,span_s,training_log_basename,generated_ts,finished_ts,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP020,0,266,,4566,training_20260515_182220_799_68ca2dbf-6e2d-4206-8b04-1daccfd00335.txt,2026-05-15T18:22:20,2026-05-15T18:26:46,2026-05-15T18:22:20,2026-05-15T19:38:26,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP050,0,1,,4301,training_20260515_182647_787_e9d783eb-199c-4ff1-8f75-99ee70c4ec57.txt,2026-05-15T18:26:47,2026-05-15T18:26:48,2026-05-15T18:26:47,2026-05-15T19:38:28,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP100,0,2,,4312,training_20260515_182649_811_fa287c00-7c0a-468c-b31e-871a02455dbf.txt,2026-05-15T18:26:49,2026-05-15T18:26:51,2026-05-15T18:26:49,2026-05-15T19:38:41,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP200,0,2,,4333,training_20260515_182651_856_071f00d8-bb0d-4ba2-8af5-fb20c2db650c.txt,2026-05-15T18:26:51,2026-05-15T18:26:53,2026-05-15T18:26:51,2026-05-15T19:39:04,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP500,0,1,,4335,training_20260515_182654_029_d0fcb30b-6305-49f1-a9bf-547b451dd36d.txt,2026-05-15T18:26:54,2026-05-15T18:26:55,2026-05-15T18:26:54,2026-05-15T19:39:09,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,1,,243053,training_20260515_182656_257_713fdf8c-5c2d-4d50-b03b-29c545b0ea74.txt,2026-05-15T18:26:56,2026-05-15T18:26:57,2026-05-13T00:08:17,2026-05-15T19:39:10,3,6,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,342,,4329,training_20260515_182658_385_f9d88045-8bf8-4bfe-9fb3-490b1d4d5a7a.txt,2026-05-15T18:26:58,2026-05-15T18:32:40,2026-05-15T18:26:58,2026-05-15T19:39:07,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,3990,training_20260515_183242_011_eac1b9b2-0b23-4dea-9e9a-fe608b78f44a.txt,2026-05-15T18:32:42,2026-05-15T18:32:43,2026-05-15T18:32:42,2026-05-15T19:39:12,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,3987,training_20260515_183244_420_8d658f08-8c67-434d-a77c-d176abacc914.txt,2026-05-15T18:32:44,2026-05-15T18:32:46,2026-05-15T18:32:44,2026-05-15T19:39:11,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,372,,3988,training_20260515_183246_885_963e23a6-ad50-4c6c-b9d7-1852497b1a18.txt,2026-05-15T18:32:46,2026-05-15T18:38:58,2026-05-15T18:32:46,2026-05-15T19:39:14,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/knee,0,2,,3627,training_20260515_183859_275_e4867b4e-ac7a-4a1d-b9b8-a02da2841c2a.txt,2026-05-15T18:38:59,2026-05-15T18:39:01,2026-05-15T18:38:59,2026-05-15T19:39:26,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,2,,3646,training_20260515_183901_873_2752af19-2e58-4f4b-8d31-a752e43af222.txt,2026-05-15T18:39:01,2026-05-15T18:39:03,2026-05-15T18:39:01,2026-05-15T19:39:47,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP020,0,359,,3645,training_20260515_183904_317_114b0676-cabb-4eca-8d1b-4a24c97cbc77.txt,2026-05-15T18:39:04,2026-05-15T18:45:03,2026-05-15T18:39:04,2026-05-15T19:39:49,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP050,0,2,,3287,training_20260515_184504_691_73555ae7-c26d-4460-875a-33ba91b082bb.txt,2026-05-15T18:45:04,2026-05-15T18:45:06,2026-05-15T18:45:04,2026-05-15T19:39:51,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP100,0,1,,3284,training_20260515_184507_201_a37285ed-5776-410f-993e-2ba5247bed19.txt,2026-05-15T18:45:07,2026-05-15T18:45:08,2026-05-15T18:45:07,2026-05-15T19:39:51,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP200,0,2,,3283,training_20260515_184509_624_1e148544-075c-492a-b3e2-3f316e7051b2.txt,2026-05-15T18:45:09,2026-05-15T18:45:11,2026-05-15T18:45:09,2026-05-15T19:39:52,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP500,0,1,,3283,training_20260515_184512_155_6b60e047-77c1-437b-bf72-ee550a913713.txt,2026-05-15T18:45:12,2026-05-15T18:45:13,2026-05-15T18:45:12,2026-05-15T19:39:55,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,2,,243098,training_20260515_184514_782_9bda3819-f538-4aa9-80e4-5f9a9d443da1.txt,2026-05-15T18:45:14,2026-05-15T18:45:16,2026-05-13T00:08:19,2026-05-15T19:39:57,3,6,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,338,,346,training_20260522_185055_875_edd8a449-f4fa-4527-8489-9027307e9a4a.txt,2026-05-22T18:50:55,2026-05-22T18:56:33,2026-05-22T18:50:55,2026-05-22T18:56:41,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,10,training_20260522_185642_148_910c9765-1a28-4fec-99c7-8491631ad7a7.txt,2026-05-22T18:56:42,2026-05-22T18:56:43,2026-05-22T18:56:42,2026-05-22T18:56:52,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,11,training_20260522_185652_662_69224170-eeeb-4a3b-905c-4ccfc6736a03.txt,2026-05-22T18:56:52,2026-05-22T18:56:54,2026-05-22T18:56:52,2026-05-22T18:57:03,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,345,,355,training_20260522_185703_810_d1ee30fa-69e0-426e-a451-d731d00c953b.txt,2026-05-22T18:57:03,2026-05-22T19:02:48,2026-05-22T18:57:03,2026-05-22T19:02:58,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/knee,0,2,,11,training_20260522_190258_928_5ca012ef-9aea-4bae-9916-33f2e7c385e4.txt,2026-05-22T19:02:58,2026-05-22T19:03:00,2026-05-22T19:02:58,2026-05-22T19:03:09,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,10,training_20260522_190310_047_8a18243e-6e62-40c9-be2c-b51f5f5f177d.txt,2026-05-22T19:03:10,2026-05-22T19:03:11,2026-05-22T19:03:10,2026-05-22T19:03:20,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP020,0,334,,343,training_20260522_190321_069_8a20a787-05a3-40ec-925f-43773eaf8c15.txt,2026-05-22T19:03:21,2026-05-22T19:08:55,2026-05-22T19:03:21,2026-05-22T19:09:04,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP050,0,2,,10,training_20260522_190905_389_95b80fde-92cc-4525-b8b6-5b64e334e952.txt,2026-05-22T19:09:05,2026-05-22T19:09:07,2026-05-22T19:09:05,2026-05-22T19:09:15,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP100,0,1,,10,training_20260522_190916_152_3c0fb24d-5e0d-4696-a128-d5cd7a4fff9e.txt,2026-05-22T19:09:16,2026-05-22T19:09:17,2026-05-22T19:09:16,2026-05-22T19:09:26,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP200,0,2,,10,training_20260522_190927_339_54c077a5-e4ba-4fb5-917b-975025dd1511.txt,2026-05-22T19:09:27,2026-05-22T19:09:29,2026-05-22T19:09:27,2026-05-22T19:09:37,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP500,0,2,,11,training_20260522_190938_644_aad0a1f6-95a5-4c95-af6b-f4f50a47c942.txt,2026-05-22T19:09:38,2026-05-22T19:09:40,2026-05-22T19:09:38,2026-05-22T19:09:49,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,1,,11,training_20260522_150053_006_4e729c4d-12a1-4120-b244-2607881423ad.txt,2026-05-22T15:00:53,2026-05-22T15:00:54,2026-05-22T15:00:53,2026-05-22T15:01:04,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,350,,3297,training_20260515_184517_197_3749cda3-8c93-403f-a59d-7f202675dadc.txt,2026-05-15T18:45:17,2026-05-15T18:51:07,2026-05-15T18:45:17,2026-05-15T19:40:14,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,2968,training_20260515_185109_147_1aa5f926-638e-4aca-b0f4-8c5c1f3d1e52.txt,2026-05-15T18:51:09,2026-05-15T18:51:10,2026-05-15T18:51:09,2026-05-15T19:40:37,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,1,,2971,training_20260515_185111_358_db73ed8d-db45-48da-8b7a-1c24983ac985.txt,2026-05-15T18:51:11,2026-05-15T18:51:12,2026-05-15T18:51:11,2026-05-15T19:40:42,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,344,,2966,training_20260515_185113_710_8256344c-a60a-4042-a6f3-4e9a1b2e0524.txt,2026-05-15T18:51:13,2026-05-15T18:56:57,2026-05-15T18:51:13,2026-05-15T19:40:39,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/knee,0,2,,2623,training_20260515_185658_812_9d8eb6a7-3a46-42c7-b821-68ffa59677ff.txt,2026-05-15T18:56:58,2026-05-15T18:57:00,2026-05-15T18:56:58,2026-05-15T19:40:41,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,2622,training_20260515_185701_157_e2218265-f13e-4312-bafd-4d319bd75565.txt,2026-05-15T18:57:01,2026-05-15T18:57:02,2026-05-15T18:57:01,2026-05-15T19:40:43,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP020,0,348,,2618,training_20260515_185703_761_7ae681ec-a92b-4073-b453-cce20e62f9bb.txt,2026-05-15T18:57:03,2026-05-15T19:02:51,2026-05-15T18:57:03,2026-05-15T19:40:41,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP050,0,2,,2272,training_20260515_190252_828_a6087834-af70-4ca3-b2ea-8e177d0fe360.txt,2026-05-15T19:02:52,2026-05-15T19:02:54,2026-05-15T19:02:52,2026-05-15T19:40:44,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP100,0,1,,2275,training_20260515_190255_169_116f37be-0608-487b-8cf4-37847e4e190f.txt,2026-05-15T19:02:55,2026-05-15T19:02:56,2026-05-15T19:02:55,2026-05-15T19:40:50,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP200,0,2,,2279,training_20260515_190257_538_91c28e5c-8146-48b0-b323-f406ba346255.txt,2026-05-15T19:02:57,2026-05-15T19:02:59,2026-05-15T19:02:57,2026-05-15T19:40:56,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP500,0,2,,2278,training_20260515_190259_935_9de4709e-1af3-4de8-9957-e0f3ef3b6274.txt,2026-05-15T19:02:59,2026-05-15T19:03:01,2026-05-15T19:02:59,2026-05-15T19:40:57,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,243156,training_20260515_190302_202_cf1f800d-e136-495b-9254-fa1c5dc9c8d3.txt,2026-05-15T19:03:02,2026-05-15T19:03:03,2026-05-13T00:08:21,2026-05-15T19:40:57,3,6,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,1,,860195,training_20260515_190304_570_264b9745-4435-498c-a468-c356eec4f7c2.txt,2026-05-15T19:03:04,2026-05-15T19:03:05,2026-05-13T00:08:23,2026-05-22T23:04:58,6,13,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,2,,10,training_20260522_150104_670_4d037fbe-bb55-4de4-b98e-36cbdf729e01.txt,2026-05-22T15:01:04,2026-05-22T15:01:06,2026-05-22T15:01:04,2026-05-22T15:01:14,1,1,False,header-precise
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,2,,1287906,training_20260515_190306_846_292d0b6a-cf40-4f00-a578-4c9c3aa64d4e.txt,2026-05-15T19:03:06,2026-05-15T19:03:08,2026-05-13T00:08:25,2026-05-27T21:53:31,3,9,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,2,,1287269,training_20260515_190308_892_ad68a3a5-7c71-4533-9c40-2722ab83bd70.txt,2026-05-15T19:03:08,2026-05-15T19:03:10,2026-05-13T00:08:27,2026-05-27T21:42:56,3,9,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,1,,458651,training_20260522_150115_373_8f521a69-ed6b-49ef-b460-ef6bc066ed67.txt,2026-05-22T15:01:15,2026-05-22T15:01:16,2026-05-22T15:01:15,2026-05-27T22:25:26,1,4,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,2,,241471,training_20260515_190310_997_08f07f53-76fc-4606-a675-5c0843ba91a3.txt,2026-05-15T19:03:10,2026-05-15T19:03:12,2026-05-13T00:08:29,2026-05-15T19:13:00,3,6,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,1,,241476,training_20260515_190313_047_c0ce0dd8-2fc2-4570-8259-feb5a7965f89.txt,2026-05-15T19:03:13,2026-05-15T19:03:14,2026-05-13T00:08:31,2026-05-15T19:13:07,3,6,True,header-precise;multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,2,,11,training_20260522_150126_971_026ab593-c098-4435-9679-a3dd2488b9b2.txt,2026-05-22T15:01:26,2026-05-22T15:01:28,2026-05-22T15:01:26,2026-05-22T15:01:37,1,1,False,header-precise
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,241484,training_20260515_190315_115_47eb7f48-f501-43c7-a8f1-73063ce1bb1b.txt,2026-05-15T19:03:15,2026-05-15T19:03:16,2026-05-13T00:08:33,2026-05-15T19:13:17,3,6,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,1,,853895,training_20260515_190317_340_aaf89b8a-a68c-4fee-91bb-950c34c6895c.txt,2026-05-15T19:03:17,2026-05-15T19:03:18,2026-05-13T00:08:35,2026-05-22T21:20:10,6,10,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,1,,10,training_20260522_150138_201_08822ee0-6f76-4a66-bb24-adf93e87c194.txt,2026-05-22T15:01:38,2026-05-22T15:01:39,2026-05-22T15:01:38,2026-05-22T15:01:48,1,1,False,header-precise
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,1,,241497,training_20260515_190319_511_49dc1fd7-a75b-4e83-842a-8482843542c9.txt,2026-05-15T19:03:19,2026-05-15T19:03:20,2026-05-13T00:08:37,2026-05-15T19:13:34,3,4,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,1,,1290181,training_20260515_190321_598_c159086e-c10b-444d-8001-84e8fe3be696.txt,2026-05-15T19:03:21,2026-05-15T19:03:22,2026-05-13T00:08:39,2026-05-27T22:31:40,3,7,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,1,,459306,training_20260522_150149_053_7d6d351a-5161-4389-82dc-fbde2530b955.txt,2026-05-22T15:01:49,2026-05-22T15:01:50,2026-05-22T15:01:49,2026-05-27T22:36:55,1,4,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,1,,1290483,training_20260515_190323_647_834ef25c-0e33-458c-8eb8-14818d4984fe.txt,2026-05-15T19:03:23,2026-05-15T19:03:24,2026-05-13T00:08:41,2026-05-27T22:36:44,3,7,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,1,,241516,training_20260515_190325_697_0b36e645-66a4-417f-b571-d60635877926.txt,2026-05-15T19:03:25,2026-05-15T19:03:26,2026-05-13T00:08:43,2026-05-15T19:13:59,3,4,True,header-precise;multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,2,,10,training_20260522_150157_966_66df31c0-9294-4916-a4ec-6ba032aec887.txt,2026-05-22T15:01:57,2026-05-22T15:01:59,2026-05-22T15:01:57,2026-05-22T15:02:07,1,1,False,header-precise
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,241522,training_20260515_190327_746_a59ea926-de4e-4537-b8fe-a0fbcb6b8ff5.txt,2026-05-15T19:03:27,2026-05-15T19:03:28,2026-05-13T00:08:45,2026-05-15T19:14:07,3,4,True,header-precise;multi_day_gap
0/migraine/spano_features/blended_xgb_lr_spano2026/70_15_15/chrono/NonHP,0,11,,241528,training_20260515_190329_736_7be28951-a51e-41e3-a7dc-adb3fdbacff1.txt,2026-05-15T19:03:29,2026-05-15T19:03:40,2026-05-13T00:08:47,2026-05-15T19:14:15,6,9,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,1,,241527,training_20260515_190340_729_e7701406-db94-417f-aaf7-a7152b70314f.txt,2026-05-15T19:03:40,2026-05-15T19:03:41,2026-05-13T00:08:57,2026-05-15T19:14:24,6,11,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,1,,10,training_20260522_150208_161_fe93b43d-fba7-40ea-9c52-ce6c68eb2273.txt,2026-05-22T15:02:08,2026-05-22T15:02:09,2026-05-22T15:02:08,2026-05-22T15:02:18,1,1,False,header-precise
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,1,,1286153,training_20260515_190342_786_a01aef13-36b3-4510-9fba-0b00ffaa23fa.txt,2026-05-15T19:03:42,2026-05-15T19:03:43,2026-05-13T00:08:59,2026-05-27T21:24:52,3,7,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,2,,1286120,training_20260515_190344_928_dfcf01bc-6f77-40a5-8ab7-c9fe53d2a513.txt,2026-05-15T19:03:44,2026-05-15T19:03:46,2026-05-13T00:09:01,2026-05-27T21:24:21,3,7,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,1,,10,training_20260522_150219_000_895cc87e-4f02-4d6f-913a-933dc9bdc9d9.txt,2026-05-22T15:02:19,2026-05-22T15:02:20,2026-05-22T15:02:19,2026-05-22T15:02:29,1,1,False,header-precise
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,2,,241551,training_20260515_190346_947_c34bf239-3bef-4f5c-a809-e89a3e5ea06a.txt,2026-05-15T19:03:46,2026-05-15T19:03:48,2026-05-13T00:09:03,2026-05-15T19:14:54,3,4,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,2,,241557,training_20260515_190348_997_01d44918-fc02-48cf-80a4-c2e8b0c34762.txt,2026-05-15T19:03:48,2026-05-15T19:03:50,2026-05-13T00:09:05,2026-05-15T19:15:02,3,4,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,1,,454970,training_20260522_150230_360_248ed8f8-2f8e-4f19-88bc-8aef5a91f5ea.txt,2026-05-22T15:02:30,2026-05-22T15:02:31,2026-05-22T15:02:30,2026-05-27T21:25:20,1,4,True,header-precise;multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,241563,training_20260515_190351_206_7e119fe5-fb19-480e-9ef0-a3109bca3baa.txt,2026-05-15T19:03:51,2026-05-15T19:03:52,2026-05-13T00:09:07,2026-05-15T19:15:10,3,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-auto/70_30/stratified,1,2505,1082.13,1022626,training_20260513_131714_410_5c770248-9f70-40b3-bb3d-b0df854c6319.txt,2026-05-13T13:17:14,2026-05-13T13:58:59,2026-05-10T22:21:22,2026-05-22T18:25:08,7,5,True,header-precise;autogluon-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-auto/80_20/stratified,1,3020,1304.91,1022029,training_20260513_135902_936_aa686499-e5ed-4b14-8dfe-90cbba6701c5.txt,2026-05-13T13:59:02,2026-05-13T14:49:22,2026-05-10T22:32:14,2026-05-22T18:26:03,4,4,True,header-precise;autogluon-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,968,,264552,training_20260513_144925_998_72ad884a-c76c-4444-add5-dd686126c99a.txt,2026-05-13T14:49:25,2026-05-13T15:05:33,2026-05-10T22:45:13,2026-05-14T00:14:25,7,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,705,,721,training_20260522_150243_278_dbcdc8fb-8037-4fbe-94f7-02a7aa9fb663.txt,2026-05-22T15:02:43,2026-05-22T15:14:28,2026-05-22T15:02:43,2026-05-22T15:14:44,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,665,,264295,training_20260513_150536_060_a03ad8e4-7f4b-4852-98a9-c50126f4f822.txt,2026-05-13T15:05:36,2026-05-13T15:16:41,2026-05-10T22:49:46,2026-05-14T00:14:41,3,2,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,964,,1020818,training_20260513_151644_190_2e715cf1-59de-4ac8-a998-d84708df18b0.txt,2026-05-13T15:16:44,2026-05-13T15:32:48,2026-05-10T22:52:45,2026-05-22T18:26:23,3,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/patient,1,705,,11515,training_20260522_151447_511_db2509af-b8b7-4760-b373-4de3864e2fc0.txt,2026-05-22T15:14:47,2026-05-22T15:26:32,2026-05-22T15:14:47,2026-05-22T18:26:42,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,721,,1020618,training_20260513_153251_484_4e43764a-4e01-4f87-bee1-985093e5e9b3.txt,2026-05-13T15:32:51,2026-05-13T15:44:52,2026-05-10T22:56:42,2026-05-22T18:27:00,3,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,1070,,1020445,training_20260513_154455_344_9f7baa00-e14b-45e8-a423-9dec15e70878.txt,2026-05-13T15:44:55,2026-05-13T16:02:45,2026-05-10T22:59:56,2026-05-22T18:27:21,3,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/patient,1,866,,10849,training_20260522_152652_625_f3bf04d2-e85f-4631-a6b9-fcc74f2c190f.txt,2026-05-22T15:26:52,2026-05-22T15:41:18,2026-05-22T15:26:52,2026-05-22T18:27:41,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,819,,1039086,training_20260513_160248_266_a9863345-c44c-4a24-85df-f2339acf87bb.txt,2026-05-13T16:02:48,2026-05-13T16:16:27,2026-05-10T23:04:49,2026-05-22T23:42:55,3,11,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/chrono,1,0,,266160,training_20260513_161630_169_197e5492-0e11-42ec-8a73-7bb1e7d21696.txt,2026-05-13T16:16:30,2026-05-13T16:16:30,2026-05-10T22:20:12,2026-05-14T00:16:12,6,6,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/patient,1,0,,17,training_20260522_154139_240_b99666bf-6a8b-4281-b2c1-f5cb2d9fb6d4.txt,2026-05-22T15:41:39,2026-05-22T15:41:39,2026-05-22T15:41:39,2026-05-22T15:41:56,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/stratified,1,1,,266170,training_20260513_161633_757_195c46ac-abbe-4d0d-938a-c3a4561d1c8c.txt,2026-05-13T16:16:33,2026-05-13T16:16:34,2026-05-10T22:20:19,2026-05-14T00:16:29,3,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_30/chrono,1,0,,1022874,training_20260513_161637_320_4fdb971b-928e-4160-9b94-5f1ac300af6b.txt,2026-05-13T16:16:37,2026-05-13T16:16:37,2026-05-10T22:20:26,2026-05-22T18:28:20,3,3,True,header-precise;multi_day_gap
